"Raw Data File","cells","tracer molecule","labelled positions","abundance","Parameter Value[injection]","Parameter Value[Replicate]","Factor Value[Incubation time]","Metabolite name","CHEBI identifier","atomic positions to the parent molecule/metabolite name","Empirical formula derivatized molecule/fragment","retention(min)","m/z monitored","signal intensity","isotopologue","isotologue abundance relative concentration"
"GlycHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,333,19652,"Glyc_13C5","0.027"
"GlycHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,334,16704,"Glyc_13C6","0.121"
"GlycHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,327,3714,"",NA
"GlycHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,328,4562771,"Glyc_13C0","63.739"
"GlycHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,329,741265,"Glyc_13C1","-1.209"
"GlycHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,330,2919742,"Glyc_13C2","36.237"
"GlycHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,331,397099,"Glyc_13C3","0.043"
"GlycHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,332,109987,"Glyc_13C4","1.049"
"GlycHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,333,12962,"Glyc_13C5","0.021"
"GlycHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,334,11290,"Glyc_13C6","0.121"
"GlycHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,327,3970,"",NA
"GlycHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,328,5564173,"Glyc_13C0","64.623"
"GlycHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,329,907901,"Glyc_13C1","-1.137"
"GlycHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,330,3409599,"Glyc_13C2","35.121"
"GlycHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,331,468160,"Glyc_13C3","0.088"
"GlycHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,332,140652,"Glyc_13C4","1.142"
"GlycHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,333,17388,"Glyc_13C5","0.029"
"GlycHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,334,15014,"Glyc_13C6","0.134"
"GlycHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,327,3618,"",NA
"GlycHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,328,6209370,"Glyc_13C0","64.567"
"GlycHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,329,1011002,"Glyc_13C1","-1.16"
"GlycHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,330,3814652,"Glyc_13C2","35.186"
"GlycHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,331,524055,"Glyc_13C3","0.09"
"GlycHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,332,158819,"Glyc_13C4","1.158"
"GlycHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,333,19339,"Glyc_13C5","0.027"
"GlycHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,334,16576,"Glyc_13C6","0.132"
"GlycHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,327,876,"",NA
"GlycHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,328,1001508,"Glyc_13C0","64.373"
"GlycHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,329,167025,"Glyc_13C1","-0.917"
"GlycHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,330,616159,"Glyc_13C2","35.093"
"GlycHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,331,85239,"Glyc_13C3","0.128"
"GlycHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,332,25781,"Glyc_13C4","1.159"
"GlycHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,333,3266,"Glyc_13C5","0.034"
"GlycHyp3_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","3","40","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,334,2657,"Glyc_13C6","0.13"
"GlycCom1_01.CDF","hubec","","","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,327,775,"",NA
"GlycCom1_01.CDF","hubec","","","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,328,169962,"Glyc_13C0","99.939"
"GlycCom1_01.CDF","hubec","","","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,329,27215,"Glyc_13C1","0.007"
"GlycCom1_01.CDF","hubec","","","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,330,5465,"Glyc_13C2","0.043"
"GlycCom1_01.CDF","hubec","","","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,331,681,"Glyc_13C3","0.003"
"GlycCom1_01.CDF","hubec","","","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,332,159,"Glyc_13C4","0.005"
"GlycCom1_01.CDF","hubec","","","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,333,43,"Glyc_13C5","0.004"
"GlycCom1_01.CDF","hubec","","","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,334,20,"Glyc_13C6","0"
"GlycCom1_01.CDF","hubec","","","","1","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,335,7,"",NA
"GlycCom1_02.CDF","hubec","","","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,327,880,"",NA
"GlycCom1_02.CDF","hubec","","","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,328,184642,"Glyc_13C0","100.017"
"GlycCom1_02.CDF","hubec","","","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,329,29566,"Glyc_13C1","0.007"
"GlycCom1_02.CDF","hubec","","","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,330,5806,"Glyc_13C2","-0.023"
"GlycCom1_02.CDF","hubec","","","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,331,727,"Glyc_13C3","0.005"
"GlycCom1_02.CDF","hubec","","","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,332,155,"Glyc_13C4","-0.004"
"GlycCom1_02.CDF","hubec","","","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,333,32,"Glyc_13C5","-0.003"
"GlycCom1_02.CDF","hubec","","","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,334,21,"Glyc_13C6","0.001"
"GlycCom1_02.CDF","hubec","","","","2","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,335,6,"",NA
"GlycCom1_03.CDF","hubec","","","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,327,1410,"",NA
"GlycCom1_03.CDF","hubec","","","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,328,311944,"Glyc_13C0","100.023"
"GlycCom1_03.CDF","hubec","","","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,329,49901,"Glyc_13C1","-0.008"
"GlycCom1_03.CDF","hubec","","","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,330,9846,"Glyc_13C2","-0.01"
"GlycCom1_03.CDF","hubec","","","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,331,1202,"Glyc_13C3","-0.004"
"GlycCom1_03.CDF","hubec","","","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,332,271,"Glyc_13C4","0"
"GlycCom1_03.CDF","hubec","","","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,333,62,"Glyc_13C5","-0.001"
"GlycCom1_03.CDF","hubec","","","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,334,31,"Glyc_13C6","-0.001"
"GlycCom1_03.CDF","hubec","","","","3","1","","Glycogen","CHEBI:28087","C1-C6","C14H18O8N",3.74,335,7,"",NA
"LacHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,327,2741,"",NA
"LacHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,328,96907,"Lac_13C0","80.968"
"LacHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,329,11858,"Lac_13C1","0.342"
"LacHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,330,24967,"Lac_13C2","18.702"
"LacHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,331,2252,"Lac_13C3","-0.012"
"LacHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,332,250,"",NA
"LacHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,327,202879,"",NA
"LacHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,328,7670682,"Lac_13C0","80.997"
"LacHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,329,927486,"Lac_13C1","0.226"
"LacHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,330,1979804,"Lac_13C2","18.755"
"LacHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,331,181833,"Lac_13C3","0.023"
"LacHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,327,182821,"",NA
"LacHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,328,6937517,"Lac_13C0","80.949"
"LacHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,329,836095,"Lac_13C1","0.191"
"LacHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,330,1799598,"Lac_13C2","18.848"
"LacHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,331,164267,"Lac_13C3","0.012"
"LacHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,327,204750,"",NA
"LacHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,328,7885236,"Lac_13C0","81.146"
"LacHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,329,945811,"Lac_13C1","0.152"
"LacHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,330,2025378,"Lac_13C2","18.702"
"LacHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,331,183732,"Lac_13C3","0.001"
"LacHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,327,34865,"",NA
"LacHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,328,1300930,"Lac_13C0","80.721"
"LacHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,329,159805,"Lac_13C1","0.371"
"LacHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,330,339658,"Lac_13C2","18.907"
"LacHyp2_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,331,30783,"Lac_13C3","0.001"
"LacHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,327,151078,"",NA
"LacHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,328,5658032,"Lac_13C0","81.082"
"LacHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,329,686801,"Lac_13C1","0.268"
"LacHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,330,1448361,"Lac_13C2","18.606"
"LacHyp2_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","2","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,331,134706,"Lac_13C3","0.044"
"LacHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,327,9107,"",NA
"LacHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,328,363566,"Lac_13C0","81.77"
"LacHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,329,43608,"Lac_13C1","0.153"
"LacHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,330,93457,"Lac_13C2","18.893"
"LacHyp3_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","3","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,331,4388,"Lac_13C3","-0.816"
"LacHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,327,19872,"",NA
"LacHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,328,784950,"Lac_13C0","82.235"
"LacHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,329,93866,"Lac_13C1","0.115"
"LacHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,330,205189,"Lac_13C2","19.381"
"LacHyp3_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","3","40","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,331,0,"Lac_13C3","-1.731"
"LacNat1_01.CDF","hubec","","","","1","1","","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,327,64602,"",NA
"LacNat1_01.CDF","hubec","","","","1","1","","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,328,2407465,"Lac_13C0","100.017"
"LacNat1_01.CDF","hubec","","","","1","1","","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,329,269129,"Lac_13C1","0.006"
"LacNat1_01.CDF","hubec","","","","1","1","","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,330,35516,"Lac_13C2","-0.042"
"LacNat1_01.CDF","hubec","","","","1","1","","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,331,4464,"Lac_13C3","0.019"
"LacNat1_02.CDF","hubec","","","","2","1","","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,327,65253,"",NA
"LacNat1_02.CDF","hubec","","","","2","1","","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,328,2423371,"Lac_13C0","99.983"
"LacNat1_02.CDF","hubec","","","","2","1","","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,329,270675,"Lac_13C1","-0.006"
"LacNat1_02.CDF","hubec","","","","2","1","","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,330,37803,"Lac_13C2","0.042"
"LacNat1_02.CDF","hubec","","","","2","1","","L-Lactate","CHEBI:24996","C1-C3","C10H13O3NF7",5.33,331,3660,"Lac_13C3","-0.019"
"GluHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,15475,"",NA
"GluHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,1128384,"Glu_13C0","96.677"
"GluHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,110886,"Glu_13C1","2.295"
"GluHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,22658,"Glu_13C2","0.877"
"GluHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,2283,"Glu_13C3","0.09"
"GluHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,2714,"Glu_13C4","0.06"
"GluHyp1_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,1278,"",NA
"GluHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,5704,"",NA
"GluHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,472074,"Glu_13C0","99.034"
"GluHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,36071,"Glu_13C1","0.26"
"GluHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,7434,"Glu_13C2","0.618"
"GluHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,746,"Glu_13C3","0.067"
"GluHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,901,"Glu_13C4","0.021"
"GluHyp1_02.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","2","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,552,"",NA
"GluHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,5814,"",NA
"GluHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,469219,"Glu_13C0","99.037"
"GluHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,35839,"Glu_13C1","0.257"
"GluHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,7373,"Glu_13C2","0.615"
"GluHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,750,"Glu_13C3","0.069"
"GluHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,900,"Glu_13C4","0.022"
"GluHyp1_03.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","3","1","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,203,514,"",NA
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,197,5558,"",NA
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,198,433440,"Glu_13C0","99.062"
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,199,33099,"Glu_13C1","0.256"
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,200,6714,"Glu_13C2","0.594"
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,201,674,"Glu_13C3","0.066"
"GluHyp2_01.CDF","hubec","D-[1,2-C13]-Glucose","1,1,0,0,0,0","48","1","2","40","L-Glutamate","CHEBI:29985","C2-C5","C6H7O3NF3",3.79,202,834,"Glu_13C4","0.023"
